arziz,<’lcyc'>,tin  13
ārzōg ,<’lcwk'>,"desire, longing  15"
ārzōg ,<’lcwk'>,desire: + ī “for”  13
arzōmand,<’lc’wmn'd>,valuable  19
ašādīh,<’š’tyh>,unhappiness  09
asālārīh,<’srd’lyh>,having no guardian  12
āsān,<’s’n'>,"at ease, free from worry  11"
āsānīh,<’s’nyh>,"ease (of mind), freedom from worry  07"
āsānīh-,<’s’nyh->,be given rest; from āsānēn- “give rest” from āsān  18
asar ,<’sl>,"endless, eternal; lit. “head-less”  03"
āsāy- āsūd,<’s’y- ’swt'>,"rest, relax  12"
ašāyīh,<’š’dyh>,Righteousness (another form of ahlāyīh)  06
āsāyišn,<’s’dšn'>,relaxation  10
asēm,<’sym>,silver  13
asēmēn,<’symyn'>,"of silver, silvery  09"
asēmēn-pēsīd,<’symyn'-pysyt'>,adorned with (adornments) of silver  08
āšinǰ- āšixt,<’šnc- ’šyht'>,sprinkle  16
"aškamb, aškomb","<’šk(w)mb, KLSE>","belly, womb  10"
āškārag,’šk’lk'>,"openly, evident  10"
asmān,<’sm’n',"sky, heaven  02"
,WwaÂïjA,’sym’n>  02
āšnāg,<’šn’k'>,(well-)known  17
āšnaw- āšnūd,"<OŠMEN-, ’šnw->",hear  10
āsnūdagīh,<’snwtkyh>,"being purified, nobility  19"
āšōb,<’šwp̄>,turmoil  04
asōzišnīh,<’swcšnyh>,non-burning  15
asp-kerbīh,<’sp̄'/SWSYA-klpyh>,the form of a horse  10
asp-zahāy,<’sp̄' zh’y>,the “depth” (height) of a horse  14
āsrō = āsrōn,<’slwk'>,"āsrōn, head priest  16"
āsrō-kerb,<’slwk klp'>,in the form of fire  15
āsrōn,<’slwn'>,"āsrōn, head priest  15"
āsrōnīh,<’slwnyh>,"office of āsrōn, head priest  15"
ast = astag,<’st'>,bone  15
astag,<’stk'>,bone  07
astag,<’stk'>,bone  13
astānag ,<’st’nk'>,misfortune  13
āstār ,<’st’l>,"transgression, sin  07"
āstawān,<’stwp’n'>,see pad dēn ~ above  10
āster-,<’stl->,become guilty (Av. āstriia-)  09
āštīh,<’štyh>,peace  06
astōmand ,<’st’wmnd>,with bones  03
Astwihād,<’stwh’t'>,"Astwihād, the Bone-untier  07"
Asūrestān,<’swlst’n'>,Syria  10
Ašwahišt,<’šwhšt'>  15,
Ašwahišt = Ardwahišt,<’šwhšt'>,Ašwahišt  06
aswār,<PLŠYA>,"horseman, rider  13"
atarsagāyīh,<’tlsk’dyh > ,lack of respect  16
ātaxš,"<’thš, NWLA>",fire  02
āwādag,<’wb’tk'>,"generation, descendant  13"
āwahan,<’w’hn'>,(some kind of) dwelling  11
āwām,<’wd’m>,"toil, trouble  19"
āwām ,<’wb’m>,(time and) age  06
āwar- āwurd,<YHYTYWN->,bring (hither)  09
awarzīd,<’wlcyt'>,uncultivated  12
āwāsēnišn,<’w’syn šn'>,(the act of) drying (up)  17
awērān,"<’p̄yl’n', ’wyl’n'>","lying waste, wasteland  12"
awērān,<’p̄yl’n'>,desolate (land)  10
awērānīh,"<’wyl’nyh, ’p̄yl’nyh>","desolation, laying waste  14"
awest- awestād = est-,<’wyst->,stand; + ul: “rise up”  17
aweštāb,<’wšt’p̄'>,haste  13
aweštāb- aweštāft ,<’wšt’p̄- ’wšt’p̄t'>,hurry  07
awestēn-,<’wystyn->,make stand; + ul: “raise up”  17
awestwār,<’wstwb’l>,"firm, confident, reliable   17"
awināh,<’wn’h>,free from sins  03
awizīdār,<’wcyt’l>,undiscriminating  13
awizīrišnīg,<’wcylšnyk'>,unavoidable  13
axešm,<’hšm>,without anger  13
āxēz- āxist,<KYMWN-; ’hyc- ’hst'>,rise; ~ up: abar āxēz-  11
āxēz- āxist (āxēzist),"<’hyc-, ’hst'>","rise, get up  14"
āxēz-ist,<’hyc- ’hst'>,"rise, get up  09"
axtar,<’htl>,"star, constellations, sign of the zodiac  09"
axwān,<’hw’n'>,existence; ān ī pahlom/wattar ~ “the best/worst existence”  04
axwarišn,<’hwlšn'>,"without food (i.e., firewood)  11"
ay,<’d>,"particle: “that is, the meaning is”  11"
ay,<’ḏ>,"that is, that means; particle of explanation  04"
ay,<’y>,O! particle of address  01
ayāb- ayāft,<’y’p̄- ’y’p̄t'>,"reach, obtain, get  16"
"ayāb, ayāb ... ayāb",<’dwp'>,or; either ... or  04
ayābišn,<’y’p̄šn'>,reaching   16
ayād,<’ḇyḏ’t'>,memory   12
ayār = hayār,<hdyb’l>,helper  11
ayār- ayārīd = hayār-,<hdyb’l->,be able to  11
ayārd- ayārdīd,<’y’lt->,"seethe, boil, be disturbed  13"
Ayāsrim,<’y’slym>,name of the fall season  12
ayōxšust ,<’ywhšwst'>,metal  12
ayōxšustēn ,<’ywhšwstyn'>,of metal  15
āyōz- āyōxt,<’ywc- ’ywht'>,"yoke, attach  18"
az,<MN>,from  02
Āz,<’c'>,(demon of) Lust  16
az,<’c'>,"1. snake, dragon (Av. aži); 2. āz, Āz  17"
āz,<’c'>,"greed, the demon of Greed   11"
Āz,<c'>,the (female) demon Greed (Manich. Hule)  14
āz-kāmagīh,<’c' k’mkyh>,"greeedy desire, desire caused by Āz  17"
āz-kāmagīh ,<’c' k’mkyh>,"desire, lust  11"
azabar,<’cpl>,above  09
azabar-nibišt,<’cpl-npšt'>,written above  16
āzādīh,<’pc’tyh>,freedom; of the state of the āzād ‘freemen’  12
āzār,<’c’l>,torment  12
āzar- āzard,<’cl- ’clt'>,torment  16
"āzār- āzurd, āzārd","<’c’l-, ’cwlt'>","harm, injure, offend  11"
āzarmīg ,<’clmyk'>,beloved  17
azēr,<’cdl>,"below; azēr ī “below, underneath”  09"
āzwar,<’cwl>,greedy  17
Bābēl,<b’p̄yl>,Babylon  04
bābēlāyīg,<b’p̄yl’yk'>,Babylonian  08
bag,<bk'>,god  17
bahr,<b’hl>,"part, share; + kun- “give a share”  07"
bālāy,<b’l’d>,height  13
bālēn ,<b’lyn'>,"the head end of the bed, headboard, pillow  07"
bālist,<b’l(y)st'>,"height, highest point  08"
bālistīg,<b’lstyk'>,located on high  07
"bām, bāmdād ","<b’m, b’md’t'>",dawn  06
Bāmdādān,<b’md’t’n'>,son of Bāmdād  13
bāmīg,<b’myk'>,radiant (like dawn)  05
band,<bnd>,"bond, rope  07"
bar,<bl>,"fruit, profit  04"
bār ,<b’l>,"shore, riverside  10"
bār ,<b’l>,"time (three times, etc.)  06"
bar ud bēd,<bl W byt'>,profit  12
baršnūm,<blšnwm>,a purification ritual  15
barsom,<blswm>,"ritual grass, twigs  05"
baškuč,<bškwc>,gāw ~: gryphon (MacK.)  17
bastag,<bstk'>,"bound, tied up, imprisoned  11"
baw- būd,<YHWWN- bwt'>,"be, become  01"
bawēn-,<YHWWNyn->,bring into existence  17
bawēnīdār,<YHWWNynyt’l>,one who brings into existence  17
baxš- baxt,<HLKWN->,"share, divide (equally), distribute  06"
baxš- baxt,<HLKWN-; bht'>,"share, divide  08"
baxšišn,<HLKWNšn'>,distribution  06
baxt,<b’ht'>,destiny  05
bāz,<b’z'>,falcon  15
bāzāy,<b’z’d>,arm  13
bazzag-ēwēn,<bck-’dwyn'>,of evil habits  08
bazzakkar,<bckkl>,"evil-doer, someone who does evil deeds  01"
bazzakkarīh,"<bckklyh, bckglyh>",the practice of doing evil deeds  02
"baγōbaxt, baγbaxt",<bk(w)b’ht'>,‘allotted by the allotter’ (Av. epithet)  09
bē,<BRA>,1. particle; 2. “but”; 3. “except”;   05
bē,<BRA>,but  02
bē ... tā,<BRA ... OD>,except  09
bē ō,<BRA OL>,to  05
bē-barišnīh,<BRA-blšnyh>,getting rid of  10
bē-šawišnīh,<BRA OZLWNšnyh>,"going out, leaving  05"
bē-šawišnīh,<BRA OZLWNšnyh>,"going out, departure  13"
bē-widerišnīh,<BRA wtylšnyh>,passing away  07
bē-xwēš,<BRA NPŠE>,"outside of one’s own, extrinsic  17"
bēš,<byš>,"harm, hurt  17"
bēš- bēšīd,<byš->,"harm, hurt  11"
bēšāzīh-xwāyišnīh,<byš’cyh hw’yšnyh>,seeking healing  17
bēšāzišnīh ,<byš’cšnyh>,medicating  16
bēšēn-,<byšyn->,"harm, make suffer harm  18"
"bēšēnīdār, see tēz-bēšēnīdār",  13,
bēšīdār,<byš->,harmful  16
bēšōmand,<byš’wmnd>,suffering harm  16
bēwar-čašm,<bywlcšm>,with ten thousand eyes   18
bīm,<bym>,fear  14
bizišk,<bcšk'>,healer  17
biziškīh,<bcškyh>,"healing, doctoring  16"
bowandag ,<bwndk'>,"complete, balanced  14"
bowandag-menišnīh ,<bwndk' mynšnyh>,"complete/balanced thought, equanimity; renders Av. Ārmaiti  14"
bowandag-menišnīhā,<bwndk'-mynšnyh’>,"with balanced thought, equanimously  14"
bowandagīh,<bwndkyh>,"fullness, completeness  09"
bōxtagīh,<bwhtkyh>,"fact of having been saved, salvation  13"
bōy-wizarāg,<bwd wcl’k'>,fragrant  14
bōz- bōxt,<bwc- bwht'>,"save, deliver  08"
brādarōd,<bl’tlwt'>,"opponent, evil counterpart  18"
brādarōdīg,<bl’tlwtyk'>,opposed  18
brāh,<bl’h>,"splendor, radiance  06"
brahmag,<blhmk'>,"form, manner, costume  15"
brāz- brāzīd,<bl’c->,shine  15
brāzišnīg,<bl’cšnyk'>,radiant  14
brāziyāg,"<bl’cy’k', bl’c’’k'>","shining, resplendent [reading uncertain]  12"
brēhēn- brēhēnīd ,<blyhyn->,"fashion; allot; frāz + “fashion forth, ‘create’”  06"
brēhēnišn,<blyhynšn'>,"assignment, allotment  14"
brīn- brīd,<PSKWN->,cut  16
brīnag,<blynk'>,section (of text)  18
brinǰēn,<blncyn'>,"of bronze, brazen  09"
būd,<bwt>,was  01
būdag,<bwtk'>,"(always) been, natural (guardian, etc.)  16"
buland,<bwlnd>,"tall, high  03"
būm,<bwm>,land  10
bun,<bwn'>,beginning  09
bun,<bwn'>,"bottom, foundation, beginning; capital  10"
bun-dahišn,<bwn-dh(y)šn'>,the first creation  08
bun-tōhmag,<bwn' twhmk'>,the first seed/family  15
bun-xān,<bwn'-h’n'>,source  09
bundahišnīh ,<bwndhšnyh>,"the first establishing of the cosmos, Creation  10"
bunīh,<bwnyh>,"beginning, foundation (of)  10"
buništ,<bwnyšt'>,principle  09
buništag,<bwnštk'>,‘principles’: Light and Darkness  11
buništag,<bwnyštk'>,(first) principle  09
bunxān,<bwn'-h’n'>,source (water)  10
burdār,<bwlt’l>,someone who carries; womb  10
burz,<bwlc'>,"tall, lofty  10"
burz-īd ,<bwlc->,praise  14
burzāwand,<bwlc’wnd>,"lofty, tall  09"
Burzēnmihr,<bwlcynmtr'>,name of one of three main Sasanian fires  05
burzišnīg,<bwlcšnyk'>,praiseworthy  14
būs-īd,<bws->,come into being  17
būšāsp,<bwš’sp'>,"sloth, the demon of sloth (procrastination)  07"
buz,<bwc'>,goat  01
buz,<bwc'>,goat  03
čagād,<ck’t'>,"ridge, summit  13"
Čagād ī Dāytīy,<ck’t' Y d’ytyd>,the Lawful Ridge/Summit (a mountain)  13
čāh,<c’h>,well (for drawing water)  11
čahār-ēwēnag,<ALBA’ywynk'>,in four ways  09
čahār-pāy ,<ch’l-p’d>,quadruped  15
čand,<cnd>,how much? how many?  03
čār,<c’l>,possibility  15
čārag ,<c’lk'>,"means, remedy, help  06"
"čarātīg, čarāytīg",<cl’(y)tyk’>,woman; Av. carāitī.  16
čarb,<clp'>,amenable  01
čāš- čāšt,"<c’š-, c’št'>",teach; assign (a word to)  15
čašmag,<cšmk'>,"well-spring, source  09"
čašmgāh,<cšm-g’h>,conspicuous  14
čē,<ME>,rel. pron. “(that) which”; conj. “for”; what?  05
čē rāy,<ME l’d>,"why?; lit. “for what, on account of what?”  04"
če’ān-iz ... nē,<c’nc>,not ... any at all  09
Čēčast,<cycst'>,name of a lake  09
čēr ,<cyl>,valorous  15
čērīh ,<cylyh>,valor  14
čērīh- ,<cylyh->,"be made victorious; from čērēn- “make victorious” from čēr “victorious, brave”  18"
čihrīg ,<cyhlyk'>,natural  11
čim,<cym>,"meaning, reason (why)  12"
čimīg,<cmyk'>,"reasonable, sensible; it makes sense + inf.   13"
Čīnestān,<cynst’n'>,China  10
,,
Činwad ,<cynwpt'>,name of the bridge in the beyond (Av.   07
Činwad puhl,<cynwpt' pwhl>,the Činwad bridge  05
čiyōn,<cygwn>,"as, because; like  05"
čiyōn,<cygwn>,like; how?  03
čiyōn,<cygwn'>,"as, like, in the way that; how?  04"
čiyōnīh,<cygwnyh>,"‘howness’, how things are  09"
dād,<d’t'>,age  12
dad,<dt'>,wild animal  01
dādār,<d’t’l>,creator  06
dādestān ,"<DYNA, d’tst’n'>","law, judgement, justice  12"
dādestānīh,"<d’tst’nyh, DYNAyh>",compliance with the law  11
dādestānōmand,<d’tst’n’wmnd>,someone (acting) in compliance with the law  17
dādīhā ,<d’tyh’>,according to the law (dād)  10
dagr ,<dgl >,"long, long-lasting  06"
dagr-zīyišnīh,<dgl zywšnyh>,long life  15
dagrand,<dglnd>,long-lasting  19
dagrand-xwadāy,<dglndhwt’d>,having long-lasting lordship  06
dah- dād,"<YHBWN-, d’t'>","give; establish, “create”  06"
Dahāg ,<dh’k'>,a mythical evil ruler of Iran  04
"dahan, dahān",<PWME> ,mouth   13
dahībed,<dhywpt'>,lord of the land  10
Dahmān Āfrīn,<d’hm’n' ‘pryn'>,"the Blessing of the Qualified (ones), a deity  13"
Daǰlit,<dglyt'>,Tigris  10
dām,<d’m>,creation  02
dām-dahišnīh,<d’m-dhšnyh>,(the establishment of) the creation  09
Damagān,<dmk’n'>,a mountain in Pārs  10
dāmān,<d’m’n'>,creatures  04
Damāwand,<dm’wnd>,name of a mountain  09
dānāg ,<d’n’k'>,"knowledgeable, wise  09"
dānāgēn-,<d’n’kyn->,turn into a wise man (trans.)  17
dandān,"<KKA, dnd’n'>","tooth, teeth  17"
dānēn-,<d’nyn->,cause to know  17
dānišn,<d’nšn'>,knowledge  04
dar,<BBA>,door; (royal) court  14
dar,"<BBA, dl>","door; gate, court; section; topic, subject  09"
dār- dāšt,"<YHSNN-, d’l-, d’št'>","hold, have (as one’s own)  06"
dār- dāšt,<YHSNN->,hold; pad ... dār- “regard as ...”  08
dārāgīh,<d’l’kyh>,"being dārāg, the one who upholds/holds up  17"
"darbušt, drubušt","<dlpwšt', dlwpwšt'>",fortress  09
darbuštīh = darbušt,<dlpwštyh>,fortress  18
dard,<dlt'>,pain  10
dardēn-,<dltyn->,make suffer pain  18
dārēn,<d’lyn>,(made) of wood  16
dārišn,<d’lšn'>,upkeep (lit. “holding”)  10
darr- darrīd,"<dl-, dlyt'; SDKWN->",tear  15
dašn,<dšn'>,right (versus left)  13
dāšn ,<d’šn'>,gift; from dādan dah- “to give”  11
dast,<YDE> ,hand  11
dašt,<dšt'>,(a) plain  09
daštān,<dšt’n'>,menstruant; menstrual discharge  10
dāštārīh,<d’št’lyh>,"‘holding’, support  18"
dastwar,<dstwbl>,"guide in religious mattes, teacher  04"
daw- dawīd,< LHTWN-; dwb->,run  18
daxšag ,<dhšk'>,mark  19
daxšag ,<dhšk'>,"mark, characteristic feature, manifestation, symbol; memory  11"
daz- dazīd,<dc->,burn (sth.); + ō ham “burn up”  11
deh,<MTA>,"town, village  05"
dehīg ,"<MTAyk', dhyk'>","of the village, villager  17"
dēn ,<dyn'>,the dēn (see Lesson 4)  03
dēn-āgāh,<dyn'-’k’s>,knowledgeable in the dēn  05
Dēnkard,<dynkrt'>,name of a large Pahlavi book  07
dēw,<ŠDYA>,"demon, demons  01"
dibīr,<dpywr'>,scribe  10
did,<TWB>,again  12
did,<TWB>,again; the other  08
dīdār ,<dyt’l>,(act of) seeing  14
dīdārīg ,<dyt’lyk'>,visible  16
didīgar ,<dtykl>,second  06
dil,<LBBE̱; dyl> ,heart  18
diz ,"<dc', KLYTA>","fortress, castle  16"
dōlag,<dwlk'>,a measure; from dōl “bucket”  18
dōš,<dōš>,the back (of body)  13
dōš,<dwš>,"yesterday, last night; back (of body)  11"
dōš-īd,<dwš->,like: frāz dōš- “choose”  16
dōšāram,<dwš’lm>,"desire, love  10"
dōšox (MacK.: dušox),<dwšhw'>,Hell  02
dōšoxīg,<dwš’hwyk'>,"Hell-bound, inhabitant of Hell  07"
dōšoxīgīh,<dwšhwykyh>,being bound for hell  19
dōst ,<dwst'>,friend  04
drahnāy,<dlhn’d>,"length, extent  04"
drang,<dlng>,duration  19
draxt,<dlht'>,tree  09
"drāy- drāyist, drāyīd",<dl’d->,howl (demonic way of speaking)  05
"drayā, drayāb","<YMA, dlyd’p'>","sea, ocean  10"
drāyān-ǰōyišnīh,<dl’d’n-ywdšnyh>,speaking while eating  07
drāz,<dl’c >,long  12
drāz-dumb,<dl’c-dwmb'>,having a long tail  10
drēm,<dlym>,"mucus, drivel (?); Av. driβi   19"
drīst-wimandīhā,<drwyst' wymndyh’>,kept within proper borders  18
"drīst, drust","<drwyst', drwst'>",healthy  06
driyōš,<dlygwš>,poor  01
drōd ,"< ŠRM, dlwt'>","health, well-being  06"
drōn,<dlwn'>,(ceremony of the) ritual cake  10
drōw,<dlwb'>,lie(s)  05
drōzišn,<dlwcšn'>,lying  17
drūn- drūd,<HCDLWN->,reap   09
drūnāy,<dlwn’d>,harvestable things  09
druwand,<dlwnd>,"evil, wicked (opposite: ahlaw)  03"
druz,<dlwc'>,"the Lie, lie-demons (often female)  05"
druzīh,<dlwcyh>,the Lie demons  12
dūd ,<dwt'>,smoke  11
dūdag,<dwtk'>,family  12
Dugdōw ,<dwkd’w'>,Zarduxšt’s mother  10
dūr,<LHYK>,"far, distant  04"
dūr-ēmēd,<LHYK ’ymyt'>,whose hope reaches far  19
duščihr,<dwšcyhl>,ugly  19
dušfargīhā,<dwšplgyh’>,"(by) causing misfortune, making miserable  17"
"dušhuwaršt, dušxwaršt",<dwšhwlšt'>,evil deed; Av. duš.huuaršta-  15
dušhūxt,<dwšhwht'>,evil speech; Av. duš.hūxta-  15
duškām-kerdārīh,<dwšk’m krt’lyh>,action according to (one’s) evil will/wish  07
duškām-kerdārīh ,<dwšk’m-krt’lyh>,performing of evil wishes  06
duškanīg,<dwšknyk'>,bad young woman  18
duškerb,<dwšklp'>,of bad shape  15
dušmān,<dwšm’n>,insult; + dah- “to insult”  16
dušmen,<dwšmn'>,enemy  02
dusrawīh,<dwslwbyh>,infamy  11
duštar,<dwštl>,"more duš, ‘badder’  18"
dušwahāg,<dwš-wh’k'>,"worthless; < wahāg “exchange value, price”  10"
dušxwadāyīh ,<dwšhwt’dyh>,"evil rule, misrule  05"
dušxwārīh ,<dwšhw’lyh>,discomfort  12
duxt,<BRTE>,daughter  10
duxtarīh,"<dwhtlyh, BRTElyh>",daughterhood  15
duz- duzīd (duzz-),<dwc->,steal  15
duz(z)īh,<dwcyh>,theft  11
Duzd-sar-nizad,<GNBA LOYŠE nct'>,‘struck down on the head of the thief’; a subdivision of the Videvdad according to Dēnkard book VIII.  07
"duzz, duzd","<GNBA, dwc', dwct'>",thief  10
dwār- dwārist ,<dwb’l->,run (esp. about evil beings)  04
dwārišn,<dwb’lšn'>,running (esp. about evil beings)  11
dwārišnīh ,<dwb’lšnyh>,running (esp. about evil beings)  11
dwāzdah-hōmāst,<hwm’st'>,“the sacrifice of the twelve hōms”; name of a lengthy atonement ritual  05
ēbgad,<’ybgt'>,the Invasion (the attack by the Evil Spirit)  05
ēbgadīh,<’ybgt'>,the time after the Invasion  10
ēč,<’yc'>,"any, anything; + negation: “no, nothing”  04"
ēdar,<LTME>,here  04
ēdōn,<’ytwn'>,"thus, in this way  04"
ēg,<ADYN>,then (frequently with enclitics)  04
ēg ,<ADYN'>,"then, next  09"
ēk,<’dwk' >,one  03
ēk ... did,<’dwk' .. TWB>,one another  05
ēk-bar,<’ywkbl>,who carries (dead matter) alone  19
ēk-dād,<’ywkd’t'>,established alone; about the First Bull  13
ēk-stūn,<’ywk-stwn'>,having one stalk  13
ēk-tāg,<’ywk'-t’k'>,"single, alone  10"
ēk-tāgīh,<’ywk'-t’kyh>,"being single, loneliness  10"
ēk-zōr,<’ywk' zw’l>,equally strong  15
ēkānag,<’ywk’nk'>,"single, identical  09"
ēkānag ,<’ywk’nk'>,"submissive, obedient  11"
ēkānagīh,<’yk’nkyh>,"obedience, submission  10"
ēmēd,<’ymyt'>,hope  12
ēn,<ZNE>,this  02
ēr,<’dl>,"underneath, below  19"
ēr ,<’yl>,Iranian  05
Ērān šahr,<’yl’n štr'>,"land of the Iranians, Iran  01"
Ērānwēz ,<’yl’nwyc'>,"Ērānwēz, mythical homeland of the Iranians  07"
Ēriǰ ,<’ylyc'>,Ēriǰ (son of Frēdōn); Pers. Iraj  13
ērmān,<’ylm’n'>,friend(?); Av. airiiaman “community”?  16
ērtan,<’yltn'>,humble  01
ērwārag,<’ylw’lk'>,chin  15
esm,"<’sm, CYBA >",firewood  05
est- (ēst-) estād,<YKOYMWN-’t'>,“stand  05
est- estād,<YKOYMWN->,stand; bē + stand (still)  08
estišn,<ystšn'>,standing (room)  13
"ēw-čand, ē-čand","<’y-cnd , HD-cnd >","some, a few  09"
ēw-kardag,<’ywkltk'>,of one piece; opp. ǰud-kardag  15
ēwar ,<’ywl>,"for sure, certain(ly)  18"
ēwāz,<’yw’c'>,only  17
ēwēnag,<’dwynk'>,"manner, way  09"
,YLYDWNšnyh>  12,
ēwkardagīh,<’yw-krtkyh>,"unison; pad +: “in unison, jointly”  09"
ēzišn = yazišn,<’ycšn'>,sacrifice   12
Farr(ō)bay,<plnbg/plwbg>,name of one of three main Sasanian fires  05
farrox,<plhw'>,fortunate  13
"frabih, frabihtar","<plpyh, -tl>","fat, fatter  07"
Frād,<pl’t'>,Euphrates   10
fradāg,"<plt’k', MHL>","tomorrow, the next morning/day  11"
fradom,<pltwm>,first  01
"fragard, see pargard (below)",<plklt'>  09,
frāgōyōd,<pl’gwywt'>,"epithet of Mihr, Av. vouru.gaoiiaoiti “having/with wide pastures”  18"
framān,<plm’n'>,"order, command  06"
framān-burdār,<plm’n bwlt’l>,obedient  11
framān-burdār,<plm’n-bwlt’l>,obedient  04
framān-burdārīh,<plm’n-bwlt’lyh>,obedience  10
framāy- framūd ,"<plm’d-, plmwt'>","order, command; speak (said of superiors)  04"
Framgar,<plmkl>,name of a fire  11
franaft- = franām-,<plnpt->,go forth; + fṛaz   04
franām- franaft ,"<pln’m-, plnpt'>",go forth  08
franām- franaft ,"<pln’m-, plnpt'>","go forth; profess, tr. Av. frauuar- “choose”  16"
franāmišn,<pln’mšn'>,going forth   16
Frangrāsiyāg,<plngl’yy’k>,Frangrāsiyāg = Afrāsiyāb  16
frārōn ,<pl’lwn'>,good (morally)  07
frārōn-tuxšāgīh,<pl’lwn' twhš’kyh>,"good diligence, diligence in doing good  07"
frārōn-tuxšāgīh,<pl’lwn' twhš’kyh>,diligence in doing good  14
frārōnīh,<pl’lwnyh>,good behavior  08
frasang ,<plsng>,"parasang, ‘mile’  06"
frasāwandīh,<pls’wndyh>,transience  19
Fraškerd,<plškrt'>,the Renovation  09
Fraškerd-kerdārīh,<plškrt' krt’lyh>,the making of the Renovation  09
fraškerdīg,<plškrtyk'>,lasting until the Renovation  18
Frāsyābān,<pl’sy’p̄’n'>,adj. from Frāsyāb/Afrāsyāb  14
frawahr,<plw’hl>,"frawahr, fravashi (the pre-existing soul)  08"
Frawardīn,<plwltyn'>,name of a month; (festival) of the fravashis  08
frāx,<pl’hw'>,"wide, broad  17"
frāxīh (frāxwīh),<pl’hwyh>,expanse; comfort; oppos. tangīh  09
Frāxkerd,<pl’hwkrt'>,name of the world ocean = Warkaš  08
frāy-gōyōd,<pl’(y)gwywt'>,epithet of Mihr; Av. vouru.gaoyaoiti “who has wide grazing grounds”  05
frāy-humad,<pl’yhwmt'>,having (thought)more good thoughts  08
frāy-huwaršt,<pl’yhwwlšt'>,having (performed) more good acts  08
frāy-hūxt,<pl’yhwht'>,having (spoken)more good speech  08
frayād,<pl(y)yd’t'>,help  10
frayādīg,<pl(y)yd’t'>,helpful  19
frayādišnīg,<plyd’tšnyk'>,"which is going to be of help, helpful  13"
frāybūdīh,<pl’ybwtyh>,excess  19
frāyēn- frāyēnīd,<pl’dyn->,further  07
frayist,<pl’st'>,most; Lesson 8  16
frayistīh,<pl’(y)styh>,large quantity  18
frayistīhā,<pl’styh’>,"mostly, for the most part  15"
frāz,<pr’c>,"forth, forward; opposite abāz.  05"
frāz xwar-,eat (up)  04,
frāz-payrōg,<pr’c' ptlwc/t'>,shining far ahead (uncertain reading)  14
frāz-pestān,<pr’c-pst’n'>,with prominent bosom  08
frāz-šnūg,<pr’c-šnwk'>,"with prominent knees, knobly-kneed  08"
frazām,<plc’m >,end  12
frazām- frazaft,"<plc’m-, plcpt'>","complete, finish (something)  10"
frazām-kōxšišn,<plc’m kwhššn'>,one who will fight in the future/to the end  17
frazām-pērōzīh ,<plc’m-pylwcyh>,final victory  14
frazāmgarīh,<plc’m>,‘end game’  19
frazāmīg,<plc’myk'>,completed  18
frazānag,<plc’nk'>,possessing foreknowledge; learned man  09
frazānag ,<plc’nk'>,"foreknowing, wise  16"
frazend (frazand) ,<prẕ/znd>,"offspring, child  07"
frazend-zāyišnīh,<prẕn(n)d,birth of children  12
Frazišt,<plzyšt'>,(the demon) Drag-forth  07
frēb- frēft,<pld(y)p->,deceive  13
frēb- frēftan,<pldyp/p̄->,deceive  11
Frēdōn,<plytwn'>,hero who captured Dahāg  09
frēftār,<plydpt’l>,(easily) deceived  10
frēst- frēstīd = frēstād,<ŠDRWNyt'>,send  17
"frēst-, frēstīd (frēstād)",<ŠDRWN->,to send  14
frēzwānīg ,<plycw’nyk'>,"obligatory (e.g., duties)  13"
frōd,<plwt'>,down; oppos. ul  10
gad ,<gt'>,mace (Av. gaδa)  14
gādan-menišnīh,<SLYTNtn'-mynšnyh>,thought of having sex (with)  10
gāh,<g’h>,"(a special) place, position (e.g., in paradise, hell); throne  02"
gāhān,"<g’h’n', g’s’n'>",the Gathas  14
gāhān,<g’s’n'>,the Gathas  13
gāhānbār,<g’h’nb’l>,a ritual associated with the five times of the day  10
gām,<y’m>,"step, stride  19"
Ganāy-mēnōy ,<gn’’mynwd>,= Gannāg Mēnōy  12
gandag,<gndk'>,foul-smelling  08
gandagīh,<gndkyh>,foulness  10
ganǰ,<gnc'>,treasure  19
Gannāg Mēnōy,<gnn’k mynwd >,the Foul(-smelling) Spirit  06
garān,<gl’n'>,"heavy, severe  05"
garān-wināhīh ,<gl’n' wn’syh>,(the fact of something) being a heavy sin  11
gard- gardīd,<glt->,"turn around, turn about  09"
garmāh,<glm’h>,heat  11
garmīh,<glmyh>,heat  04
Garōdmān,<glwtm’n'>,"the house of Ohrmazd, Paradise  03"
garz- garzīd,<glc->,"wail, complain  13"
garzišn,<glcšn'>,complaint; + az ”about”  10
gast,<gyyt'>,foulness  15
gāw-zahāy,<TWRA zh’y>,the “depth” (height) of a bull  14
gāy- gād,<SLYTN->,have sex with  10
Gayōmard,<g’ywmlt'> (note <-’y->),"Gayōmard, the name of the first human-like living being  02"
gaz- gazīd,<gc->,bite  16
"gazdom gazdum,","<gzdm, gcdwm,",scorpion  16
,∫MwYcD,gcdwmb>  16
"gazdumb, gazdum",<gcdwm(b)>,scorpion; lit. “tail-biter”  12
gēhān ,<gyh’n'>,"living beings, world (of living beings)  03"
Gēlān,<gyl’n'>,Gilan (southwest of the Caspian Sea)  10
gerdag,<gltk'>,circle  18
gētīy,<gytyḏ>,this world (of the living); adj.: being in/of the gētīy  01
gētīy-ārāy,<gytyḏ ’l’d>,"‘world-adorning’, adorning this world  18"
