"46","C 440","Institute of Oriental Manuscripts of the Russian Academy of Sciences","Mullā ʿAważ Muḥammad","Tuḥfat al-Tawārīkh-i Khānī","Major Persian history of Khoqand","1869.278794","Farsi","primarychroniclekhoqand",""
"47","",,"Welsford and Tashev","Catalogue of Arabic-Script Documents from the Samarqand Museum","","2012","","primaryqazi document",""
"48","",,"Fayż Muhammad Kātib Hazārah","Sirāj Al-Tawārīkh","","","","primarychronicle",""
"49","",,"Fayż Muhammad Kātib Hazārah","Sirāj Al-Tawārīkh","","","","primarychronicle",""
"51","",,"","Jūng-i Fatāwī wa Riwāyāt wa Masāyil-i Fiqhīya (al-Biruni 10992)","","","","primaryqazi document",""
"52","",,"","Qushbegi Opis 1 (TsGARUz i-126 / 1)","","","","primaryqazi document","Can't remember what this entry is all about; just individuals referenced in the Opis itself, without checking the original documents?"
"53","",,"Thomas Welsford and Nouryaghdi Tashev","Catalogue of Arabic-Script Documents from the Samarqand Museum","","2012","","primaryqazi document",""
"54","",,"","Andra Pradesh State Archive","","","","archival",""
"55","",,"","Qushbegi Opis 2 (TsGARUz i-126 / 2)","","","","primaryarchival",""
"56","",,"","Waqf Fond i323 (TsGARUz)","","","","primaryarchival",""
"57","",,"Khalid","Politics of Muslim Cultural Reform","","1998","","secondary",""
"58","",,"Suwaydī","Muʾtamar al-Najaf","","","","primary",""
"59","",,"Nawāʾī","Nādir Shāh wa bāzmāndagānash hamrāh bā nāma′hā-yi sulṭānatī wa asnād-i siyāsī wa idārī","","","","primarysecondary",""
"60","",,"Tajalli Ali Shah","Tuzuk-i Asafiyah","","","","primarychronicle",""
"61","",,"Hosain Shfiee","Rubats in Makkah","","","","secondary",""
"62","",,"Mirzoev","Katalog vostochnykh rukopisei Akademii Nauk Tadzhikskoi SSR","","","","secondary",""
"63","",,"Semenov","SVR: Sobranie vostochnykh rukopisei Akademii Nauk Uzbekskoi SSR","","","","secondary",""
"64","",,"Franz Wennberg","On the Edge: The Concept of Progress in Bukhara during the Rule of the Later Manghits","","2013","","secondary",""
"65","",,"","RGVIA","","","","primaryarchival",""
"66","602","The al-Beruni Institute of Oriental Studies of Uzbekistan","Hāmid ibn Qāżī Baqā Khwāja","Tanzīl al-Ams̱āl fī Ẕikr Bayān al-Aḥwāl","","","","primarybiographical dictionarymanuscript",""
"193","i126-1-1160","The State Archive of Uzbekistan","","Short biography of Mir Mahdi Khwaja Bey","","","","",""
"194","",,"Naumkin","Bukhara: Caught in Time","","","","secondary",""
"195","",,"Hordet (French photographer)","","","","","photograph",""
"196","2968","Institute of Language, Literature, Oriental and Written Heritage","Muḥammad Ṣādiq Qarāwul Bīgī Gulshanī Bukhārī","Tārīkh-i Humāyūn","","1910.028412","Farsi","primarygeography",""
"197","",,"Tāshkhwāja","Izbrannye proizvedeniia - Toshkhodzha Asiri Khudzhandi","","","","",""
"198","",,"A.L. Kuhn","Ocherki Shagrisebzkogo Bekstva","","1880","","",""
"199","",,"Paolo Sartori","On Madrasas, Legitimation, and Islamic Revival in 19th-Century Khorezm: Some Preliminary Observations","","","","secondary",""
"200","11645","The al-Beruni Institute of Oriental Studies of Uzbekistan","ʿAbdullah Bāltayif","Khīwā īsdālīklārī","","","","madrasa",""
"201","i126-1-1986-1","The State Archive of Uzbekistan","","Infidelity (zinna) issue","","","","arz-dasht",""
"204","",,"Mirzaahmedov","Marg'ilon zamini javohirlari","","","","secondary","Local Margilan publication picked up with Said 8/2017."
"205","",,"Lazar’ Izrailevich Rempel’","Dalekoe i blizkoe: Bukharskie zapisi ","","1981","","secondary",""
"206","",,"","Architectural Epigraphy of Uzbekistan: Bukhara - Part 1","","491","","epigraphyprimaryarchitecturemadrasabukhara",""
"207","C 2019-2","Institute of Oriental Manuscripts of the Russian Academy of Sciences","","Biografiia sheikhov Naqshbandiia i Mudzhadddidiia","","0","","biographical dictionarysufi",""
"208","487",,"Fūfalzāʾī","Taymūr Shāh Durrānī","","1967","","primarysecondary","Collection of historical sources."
"209","no. 530","Khuda Bakhsh Oriental Public Library","Imām Ḥusaynī Chishtī","Ḥusayn Shāhī","","1799","","","""A detailed history of the dynasty of the Durrani Afghans, comprising the account of its origin and the reigns of Ahmad Shah Durrani, Timur Shah, and Shah Zaman, to A.H. 1212 = A.D. 1798"" (196)."
"210","",,"Mahdī Khān Astarābādī","Durrah-ʼi Nādirah","","","","chronicle","Edition I've referenced so far: Mahdī Khān Astarābādī, Durrah-ʼi Nādirah: tārīkh-i ʻaṣr-i Nādir Shāh, ed. Jaʻfar Shahīdī, Intishārāt-i Anjuman-i Ās̲ār-i Millī 40 (Tihrān: Intishārāt-i Anjuman-i Ās̲ār-i Millī, 1962)."
"211","",,"Mahdī Khān Astarābādī","Jahāngushā-yi Nādirī","","","","chronicle","Edition I've used so far: Mahdī Khān Astarābādī, Jahāngushā-yi Nādirī, ed. ʻAbd Allāh Anvār (Tehran, 1341)."
"212","i126-1-1730-59","The State Archive of Uzbekistan","","Marriage issue","","","","fatwa",""
"213","i126-1-1729-101","The State Archive of Uzbekistan","","Blasphemy / takfir issue.","","","","fatwa",""
"214","",,"Waleed Ziad","Traversing the Indus and the Oxus: Trans-regional Islamic Revival in the Age of Political Fragmentation and the ‘Great Game’ 1747 - 1880","","2017","","secondary",""
"215","i126-1-1730-99","The State Archive of Uzbekistan","","","","","","fatwa",""
"216","",,"Muḥammad Kāẓim","ʻĀlam Ārā-yi Nādirī","","","","chronicle",""
"217","i126-1-1730-22","The State Archive of Uzbekistan","","","","","","fatwa",""
"218","i126-1-1730-19","The State Archive of Uzbekistan","","Marriage and pregnancy","","","","fatwa",""
"219","596","The Oriental Department of the Scientific Library of St. Petersburg State University","Mirza Maqsud al-Dahbidi al-Bukhari","Mirat al-Salikin","","81","","biographical dictionarysufi","Note: also a copy (and scan) at al-Biruni: no. 530."
"220","",,"Ildikó Bellér-Hann","Community Matters in Xinjiang 1880-1949: Towards a Historical Anthropology of the Uyghur","","","","secondary",""
"221","",,"محمود الحسینی معروف به محمود بالا حصاری متخلص به سالک","تاریخ احمد شاه","","","","chronicle","Not sure if this work has survived; author mentioned in Fufalzai Taymor Shah volume."
"222","",,"Haydarxon Yo’ldoshxo’jaev and Irodaxon Qayumova","O’zbekiston Ulamolari","","","","secondarybiographical dictionary","Recent Tashkent biographical dictionary of the Soviet-era ulama, many of whom were born before the Revolution: Haydarxon Yo’ldoshxo’jaev and Irodaxon Qayumova, O’zbekiston Ulamolari (Tashkent: O’zbekiston Musulmonlari Idorasi, 2015)."
"223","F 1396 O 1 D 342, ff. 138-151","Russian State Historical Archive","","Report on Samarqand Madrasas","","1909","","primaryRussian reportcurriculum",""
"224","",,"","Personally taken GPS readings","","","","","Generic code for GPS readings taken from phone or other GPS device."
"225","",,"","Wikipedia","","","","",""
"226","",,"","Interpolation (GPS coordinates indirectly interpolated from reference point).","","","","geography",""
"227","i126-1-1730-81","The State Archive of Uzbekistan","","Qazi Jurisdiction","","","","fatwa",""
"228","",,"Francis Robinson","Ottoman Curriculum (Robinson from Mustafa Bilge)","","243","","secondarycurriculum","“This is based on a list of books and comments in Mustafa Bilge, ilk Osmanli Medreseleri, Istanbul Universitesi Edebiyat Fakultesi Yayinlari No. 3101 (Edebiyat Fakultesi Basimevi: Istanbul: 1984), pp. 40-63.”Francis Robinson, The `Ulama of Farangi Mahall and Islamic Culture in South Asia (New Delhi: Permanent Black, 2001)."
"229","",,"Wolfgang Holzwarth","Bukharan Armies and Uzbek Military Power, 1670-1870","","","","secondary","Citation: Wolfgang Holzwarth, “Bukharan Armies and Uzbek Military Power, 1670-1870: Coping with the Legacy of a Nomadic Conquest,” in Nomad Military Power in Iran and Adjacent Areas in the Islamic Period (Wiesbaden: Dr. Ludwig Reichert Verlag, 2015), 273–354."
"230","",,"Aṣīl al-Dīn al-Ḥusaynī (ed. Fikrī Saljūqī)","Risāla-i Mazārāt-i Harāt","","1967","","primary","Aṣīl al-Dīn al-Ḥusaynī, Risāla-i Mazārāt-i Harāt, ed. Fikrī Saljūqī, 3 vols. (Kabul: Maqṣad al-Iqbāl al-Sulṭāniyya, 1967)."
"231","",,"Kerenskii","“Nashi uchebnyia zavedeniia: Medrese Turkestanskago kraia” ","","","","primaryRussian reportVostokovedenie",""
"232","B 1932","Institute of Oriental Manuscripts of the Russian Academy of Sciences","Saʿādatallāh","Lutf-i Buzurg (Luṭf-i Buzūrg)","","","Farsi","manuscriptsufimanaqib","Manuscript purchased in Bukhara in 1917 by Ivanov."
"233","",,"Marco Buttino","Revoliutsiia naoborot","","","","","Marco Buttino, Revoliutsiia naoborot, trans. Nikolai Okhotin (Bologna, Italy: L’ancora del mediterraneo / “Zven’ia,” 2007). Translation of 2003 La rivoluzione capovolta: L'asia centrale tra il crollo dell'impero zarista e la formazione dell'urss."
"234","",,"Bendrikov","Ocherki po istorii narodnogo obrazovaniia v Turkestane, 1865–1924 gody","","1960","","secondaryVostokovedenie","Kiriak Efimovich Bendrikov, Ocherki po istorii narodnogo obrazovaniia v Turkestane, 1865-1924 gody (Moscow: Izd-vo Akademii pedagog. nauk RSFSR, 1960)."
"236","",,"Lykoshin","Pol zhizni v Turkestane","","1916","","primaryVostokovedenie","N.S. Lykoshin, Pol zhizni v Turkestane: Ocherki byta tuzemnago naseleniia (Petrograd: Sklad T-va “V.A. Berezovskii,” 1916)."
"237","i126-1-542-6","The State Archive of Uzbekistan","Muhammad Rajab Mirshab","","Mirshab report on death of Indian after visit to doctor.","","Farsi","primarymirshabhealth",""
"238","",,"Sharīf Jān Makhdūm Ṣadr Żīyā","Personal History of a Bukharan Intellectual (Ruznama translation)","","","","primarymemoir","Sharīf Jān Makhdūm Ṣadr Ḍiyāʾ, The Personal History of a Bukharan Intellectual, ed. Rustam Shukurov, Muhammadjon Shukurov, and Edward Allworth (Leiden: Brill, 2004)."
"239","10992","The al-Beruni Institute of Oriental Studies of Uzbekistan","A Ra'is of Kulab","Jūng-i Fatāwī wa Riwāyāt wa Masāyil-i Fiqhīya","","","","primaryjungnotebooklaw","Sparse notes on this jung; places the date of the death of Badr al-Din and succession of Muhammad Baqa to qazi kalan-ship; some letter magic."
"240","",,"McChesney","""Earning a Living""","","","","secondary",""
"241","",,"Govt. Afghanistan","Provisional Gazetteer of Afghanistan","","1975","English","geographysecondarymodern_source","A Provisional Gazetteer of Afghanistan, 3 vols. (Kabul: Afghan Demographic Studies, Central Statistics Office, Prime Ministry, 1975).Ministry of Agriculture population data dates to a 1965 survey (vol. 1, p. xxxiv)."
"242","",,"Shahab Ahmed","Ottoman Curriculum (16th century) from article ""The Sultan's Syllabus""","","","","ottomancurriculumsecondary","Shahab Ahmed and Nenad Filipovic, “The Sultan’s Syllabus: A Curriculum for the Ottoman Imperial Medreses Prescribed in a Fermān of Qānūnī I Süleymān, Dated 973 (1565),” Studia Islamica 98/99 (January 1, 2004): 183–218, https://doi.org/10.2307/20059215."
"243","i323-1-114/2","The State Archive of Uzbekistan","Khwaja Muqim","KM1: Khwajah Muqim's book endowment deed, UMDA, Doc. No. 114/2","","1620.90017","","waqfcurriculum","From: Stacy Liechti, “Books, Book Endowments, and Communities of Knowledge in the Bukharan Khanate” (New York University, 2008).""The name of one of the founders of book endowments in Bukhara is given in his deeds as Nizam al-Din Khwajah Muqim Hajji. There are two endowment deeds with donations of books ascribed to him. Neither one offers much by way of biographical information"" (34).""Sometime in the 1030's/1620's, Khwajah MuqTm made an endowment of approximately thirty-six tanabs, or roughly eighteen acres of farmland, from his holdings in the village (mawzi') of Nahr-i Gharuganj and another fifty tanabs from his lands in the village of Nanwan, both located in the Rud-i Shahr district. The revenues produced by these lands Khwajah Muqim earmarked to maintain and to enlarge a collection of sixty four volumes, including more than sixty nine titles and two collected works (majmu'ah) of unspecified Sufi treatises. These were to be housed in the library of the Ulugh Bek Madrasah, located in the heart of the city of Bukhara"" (35)."
"244","i323-1-1195/3","The State Archive of Uzbekistan","Khwaja Muqim","KM2: Khwajah Muqqm's book endowment deed, UMDA, Doc. No. 1195/3","","1620.90017","","waqfcurriculum","From: Stacy Liechti, “Books, Book Endowments, and Communities of Knowledge in the Bukharan Khanate” (New York University, 2008).""The name of one of the founders of book endowments in Bukhara is given in his deeds as Nizam al-Din Khwajah Muqim Hajji. There are two endowment deeds with donations of books ascribed to him. Neither one offers much by way of biographical information"" (34).""Sometime in the 1030's/1620's, Khwajah MuqTm made an endowment of approximately thirty-six tanabs, or roughly eighteen acres of farmland, from his holdings in the village (mawzi') of Nahr-i Gharuganj and another fifty tanabs from his lands in the village of Nanwan, both located in the Rud-i Shahr district. The revenues produced by these lands Khwajah Muqim earmarked to maintain and to enlarge a collection of sixty four volumes, including more than sixty nine titles and two collected works (majmu'ah) of unspecified Sufi treatises. These were to be housed in the library of the Ulugh Bek Madrasah, located in the heart of the city of Bukhara"" (35)."
"245","i323-1-1195/3","The State Archive of Uzbekistan","Khwaja Muqim","KM3: books added to Khwajah Muqim's deed, UMDA, Doc. No. 1195/3","","1620.90017","","waqfcurriculum","From: Stacy Liechti, “Books, Book Endowments, and Communities of Knowledge in the Bukharan Khanate” (New York University, 2008).""The name of one of the founders of book endowments in Bukhara is given in his deeds as Nizam al-Din Khwajah Muqim Hajji. There are two endowment deeds with donations of books ascribed to him. Neither one offers much by way of biographical information"" (34).""Sometime in the 1030's/1620's, Khwajah MuqTm made an endowment of approximately thirty-six tanabs, or roughly eighteen acres of farmland, from his holdings in the village (mawzi') of Nahr-i Gharuganj and another fifty tanabs from his lands in the village of Nanwan, both located in the Rud-i Shahr district. The revenues produced by these lands Khwajah Muqim earmarked to maintain and to enlarge a collection of sixty four volumes, including more than sixty nine titles and two collected works (majmu'ah) of unspecified Sufi treatises. These were to be housed in the library of the Ulugh Bek Madrasah, located in the heart of the city of Bukhara"" (35)."
"246","",,"Khwaja Dawlat","KD: Khwajah Davlat's deed, UMDA, Doc. No. 1195/5","","1702.399406","","waqfcurriculum","From: Stacy Liechti, “Books, Book Endowments, and Communities of Knowledge in the Bukharan Khanate” (New York University, 2008).""Around 1114/1702 Khwajah Muhammad Davlat, son of the deceased Muhammad KhuddamT Bakhsh, established a madrasah in Bukhara near the Ark and left to it three volumes of Shaykh Ahmad SirhindT's (d. 1034/1624) collected letters"" (37)."
"247","i323-1-1186/3","The State Archive of Uzbekistan","Khwaja Muhammad Amin","KMA: Khwajah Muhammad Amin's deed, UMDA, Doc. No. 1186/3","","1722.774215","","waqfcurriculum","From: Stacy Liechti, “Books, Book Endowments, and Communities of Knowledge in the Bukharan Khanate” (New York University, 2008).""In Jumada al-Awwal, 1135/February-March, 1723, a contemporary of Khwajah Davlat, Khwajah Muhammad Amin, son of the deceased Mulla MTrza H.usayn, founded a small madrasah in the ""Old City"" of Bukhara.  He set aside a little more than 786 fSnabs of arable land, some with orchards and vineyards, in eight of the villages located in the tuman of Khitfar northwest of the city of Bukhara: AltT Ribat, Ribat-i ShirTn, KatT, Farabad, Nahr-i Khwajah Husayn, Katah, Sahjiyun, and Kharasak. In addition to these properties, Khwajah Muhammad AmTn also donated thirty nine volumes to the madrasah bearing his name"" (41-42)."
"248","",,"Khwaja Muhammad Amin","QB: books added to Qui Baba Kukaltash's deed, BM, Doc. No. 11006/11","","","","waqfcurriculum","From: Stacy Liechti, “Books, Book Endowments, and Communities of Knowledge in the Bukharan Khanate” (New York University, 2008).""... Qui Baba Kukaltash (foster brother), one of'Abd Allah Khan ll's leading amirs"" (44)."
"249","",,"Liechti","“Books, Book Endowments, and Communities of Knowledge in the Bukharan Khanate”","","","","secondarydissertation","Stacy Liechti, “Books, Book Endowments, and Communities of Knowledge in the Bukharan Khanate” (New York University, 2008)."
"250","",,"Mirza Tahir Tunikabuni","Safavid Curriculum (via Robinson)","","","","secondarycurriculumsafavidiran","""This is based on a list of books taught in the madrasas made by Mirza Tahir Tunikabuni in the 1930s. It was first published by I. Afshar in Farhang-e Iranzamin, vol. 20, 1353/1975, pp. 39-82... Works in Tunikabuni's list which were written after 1700 have been excluded"" (244).Francis Robinson, The `Ulama of Farangi Mahall and Islamic Culture in South Asia (New Delhi: Permanent Black, 2001)."
"256","",,"Hofman","Turkish Literature","","1969","","bibliographysecondary",""
"257","",,"Fażl al-Dīn ʿAbd al-Karīm Yūsuf Muḥammad Samarqandī","Majmūʿāt al-Shuʿarāʾ-i Fażlī","","","","biographical dictionarypoetskhoqandprimary","Lots of copies of this work."
"258","351","The al-Beruni Institute of Oriental Studies of Uzbekistan","Mullā Muḥammad Yūnus Ghijduwānī","Bayāż","","1854.725359","Turkic","poetry","Verses celebrating the 1512 victory of the Uzbeks over Babur (?); and also a collection of misc. opetry."
"259","",,"Lee","Ancient Supremacy","","1996","","afghanistansecondary",""
"260","",,"Zilfi","Ottoman Ulema (Politics of Piety)","","1988","","ottomansecondary",""
"261","",,"Baltaci","Osmanli Medreseleri","","","","madrasaottomansecondary","Study of Ottoman madrasas suggested by Guy Barak."
"262","F 33 (Kuhn, Aleksandr Lyudvigovich) O 1 D 149","Archive of the Orientalists of the Russian Academy of Sciences","Kuhn","Zhizneopisanie Abdully-beka, odnogo iz pridvornykh Bukharskogo emira Mozaffara","","","Farsi","native_informant",""
"265","3211","The al-Beruni Institute of Oriental Studies of Uzbekistan","Mawlawī ʿAbdallāh Balkhī Kātib","Asāmī-yi Kitāb-hā-yē kih az Awwal tā Ākhir az Naẓar-i ēn ʿĀjiz Guẕashta","Jung-list of works studied by Abdallah Balkhi","1813.975741","","jungcurriculum","They were all copied by عبد الله بلخی in 1229 at the behest of Muzaffar (670b): تم تسوید هذا الکتاب فی وقت العصر یوم الاثنین الثالث و العشرین من ذی الحجه سنه 1229 امتثالاً لامر حضرة امیر المؤمنیناسامی کتابهائی که از اول تا آخر از نظر این عاجز گذشته"
"266","",,"Muhammad ʿArif al-Muʿaẕi","Tārīkh-i Bukhārā wa Tarjumat al-ʿUlamāʾ (Tarikh-i Muʿāẕīya) ","Bukhara pilgrimage guide.","1908","TurkicTatar","primarypilgrimagebukhara",""
"267","",,"ʿAbd al-Muʾmin ibn Sayyid Akrām","Ażwāʾ ʿalā Tārīkh Tūrān","History of Turkestan written by Amir Muzaffar's grandson.","1975","Arabic","manghitsprimary","Mansour Bukhary's description: ""Book#22 Book name: Adhwa ala Tarikh Turan. Author: Sayid Abdul-Mo'amim ibn Sayid Akram, famous of ""Abdul-Mobeen""Size: 209 pages. Language: Arabic. Published: around 1975. A unique book of Turan history and Bukhara Manghit Dynasty, the author is descending from Manghit Amir Bukhara Abdul-Ahad, he migrated from Bukhara to Makkah and wrote this book, which has a statistics of Bukhara Madrasa and Waqf (endowments).The book is a “veryrare Book”Price: 90$ US. "
"268","",,"Maḥmūd ibn Walī","Tārīkh Baḥr al-Asrār fī Manāqib al-Akhyār","Famous Tuqay-Timorid chronicle.","1637.394063","","primarybalkhtuqay-timoridchronicleedited_edition","Edited edition, Balkh section loaned to me by McChesney. Overlaps partially with Bodleian manuscript scans given to me by Schwarz. "
"269","",,"Muhḥammad Yaḥyā al-Fażlī","Tarjimat Wālidī al-Shaykh Muḥammad Ibrāhīm al-Fażlī al-Khutanī al-Madanī","","","Arabic","biographyprimary","Mansour Bukhary's description:""Book#9 Book name: a detailed and comprehensive biography of Shayikh Ibrahim Al-Khutani (born in Khotan 1897, died in Madina 1969) Author: his son Yahya. Size: 64 pages. Language: Arabic. Published: 1999The book is a “hard copy” black & white, not original. Price: 15$ US."""
"270","",,"","Ijāzat al-Imām Muḥammad Zāhid al-Kaws̱arī li-l-Shaykh Muḥammad Ibrāhʿim al-Khutanī","","","Arabic","ijazatprimary","Mansour Bukhary's description:""Book#8 Book name: Ejazat Imam Kawthary to Shayikh Ibrahim Al-Khutani (born in Khotan 1897, died in Madina 1969) Size: 64 pages. Language: Arabic. Published: 2012 Silsila Sanad of Hadith and Riwaya. Price: 20$ US."""
"271","",,"","al-ʿĀlam al-Islāmī fī Riḥalāt ʿAbd al-Rashīd Ibrāhīm","","2010.932228","Arabic","travelprimary","Mansour Bukhary's description: Book#5 Book name: Al-A’lam Al-Islami Author: Abdul-Rasheed Ibraheem (born in Siberia 1857 parents originally from Bukhara, died in Tokyo 1944) Size: 2 vol. 1016 pages. Language: Arabic, translated from Turkish Ottoman. Publish: 2011 The book is about his journey around the world during 1907-1909 including his trip to Turkestan. His journey started 1907 from: Siberia-Turkestan-Mangolia-China-Manchoria-Korea-Japan-Malysia-India-Hejaz-Syria-Turkey. Price: 50$ US."
"272","",,"Muḥammad Qāsim Amīn Turkistānī","al-Iʿlām li-Baʿż Rijālāt Turkistān","Biographical dictionary of east Turkestani ulama, 19th - 20th century, compiled by emigre","2008","Arabic","secondaryxinjiangbiographical dictionary","Mansour Bukhary's description:""Book#6 Book name: Al-l’lam le-b’adh Rijalat Turkestan. Author: Mohamed qasim Amin Turkestani (born in Kashgar 1930, lived in Makkah) Size: 746 pages. Language: Arabic. Published: 2008 A unique book, never written before, it is included more than 2000 biographies of Eastern Turkestanees: Scholars, Intellectual, thinkers, migrants in the last two centuries. Price: 90$ US"""
"273","",,"Armenius Vambery","Travels in Central Asia; Being the Account of a Journey from Teheran Across the Turkoman Desert on the Eastern Shore of the Caspian to Khiva, Bokhara, and Samarcand","","1865","","travelprimary",""
"274","",,"Melvin-Koushki","Powers of One","","2017","","secondaryoccult",""
"275","",,"Mukhamedzhanov","Naselennye punkty Bukharskogo emirata","","2001","","geographysecondary",""
"276","",,"Bregel","Historical Atlas of Central Asia","","2003","","geographysecondary",""
"277","",,"Olufsen","The Emir of Bokhara and His Country","","1911","","travelprimary",""
"278","",,"Kuhn","Ocherk Kokandskago khanstva","","","","vostokovedeniekhoqandprimary",""
"279","",,"","Geonames (http://www.geonames.org/)","","","","geography",""
"280","",,"Penati","Notes on the Birth of Russian Turkestan’s Fiscal System","","2010","","secondaryeconomic",""
"281","",,"Mohiuddin","Chancellery under the Mughals","","1971","","secondary",""
"282","",,"Kazakov","Bukharan Documents","","2001","","edited_editionbukharadocuments",""
"283","",,"Beisembiev","Farhang-i Tarikhi: Central Asian Technical Vocabulary","Persian-medium reference of Central Asian terms.","2008","Farsi","secondarylexicon",""
"284","III 7/60","Leninka: Otdel' Gazet","","Zavershan","The newspaper ""Samarkand"" switched to ""Zeravshan"" for a few issues.","1906","Russian","primary",""
"285","109-2-17","Russian State Archive of Early Acts","","","Translation of a yarliq sent to the Russian tsar from Bukharan khan Abd al-Aziz","1677","Russian","yarliqdiplomacy","Fond title: Сношения России с БухаройOpis title: Грамоты бухарских ханов и отпуски грамот русских царей"
"286","1385-1-694","Russian State Archive of Early Acts","","Svedenie o Tashkente i Sredniaziiatskikh khanstvakh, dostavlennye Magomet-sagyt Baem","Q&A on various issues related to C. Asia.","0","Russian","native_informantprimary","F 1385: Остен-Сакен, Федор Романович (1832-1912), барон, директор департамента внутренних сношений министерства иностранных дел, путешественник."
"287","1385-1-693","Russian State Archive of Early Acts","","Doklad Turkestanskago general-gubernatora Dukhovskago ob islame v Turkestane","Turkestan report on Islam, with sarcastic commentary written in a different color pen.","1899","Russian","primary","F 1385: Остен-Сакен, Федор Романович (1832-1912), барон, директор департамента внутренних сношений министерства иностранных дел, путешественник."
"289","1385-1-661","Russian State Archive of Early Acts","","Zapiski neizvestnogo litsa: 'Etnograficheskie zametki o Zachuyskom krae (o mestnikh usloviiakh russkoi politiki v Srednei Azii)","","1899","Russian","native_informant","F 1385: Остен-Сакен, Федор Романович (1832-1912), барон, директор департамента внутренних сношений министерства иностранных дел, путешественник."
"290","1385-1-684","Russian State Archive of Early Acts","","Spravka o dokhodakh i raskhodakh po Turkestanskamu general-gubernatorstvu","","","","economicprimary","F 1385: Остен-Сакен, Федор Романович (1832-1912), барон, директор департамента внутренних сношений министерства иностранных дел, путешественник.Notes taken in Excel spreadsheet. Document illustrates how much money Russian Turkestan was losing in the early years."
"291","400-1-1232","Russian State Military-Historical Archive","","Ob ukprazdnenii ukrepleniia v Katty-Kurgane, Samarkandskoi oblacti","","1888","Russian","primary","No notes copied from this дело. It is merely about the removal of a fortress no longer necessary in Katta-Kurghan.Summary statement on l. 6a: ""В самаркандской Области, находится укрепление Катта-Курган, которое с проведением железной дорога от Самарканда до Чаржуя, совершенно утрачивает свое первоначальное значение.""Note that this is necessary to get approval from the Министерство Военное for something like this. On l. 10 the Tsar himself authorizes the removal, signed by the War Minister (Vannovskii) on 18 June 1888."
"292","400-1-1233","Russian State Military-Historical Archive","","О проекте соглашения с эмиром бухaрским 13/05/188 относительно приобретения русскими подданными 8 земельных участков в Бухарском ханстве","Protocol on Russian settlements in Bukharan territory","1888","Russian","diplomacyrailroadprimary","This is an important document, including the text of the Protocol itself, as well as instructions for criminal procedures within the territory of Bukhara."
"293","400-1-1124","Russian State Military-Historical Archive","","О мерах к подавлению недовольствоа среди населения Бухары, вызванного изыскательными работами по постройке Закаспийской железной дороги","Sending Russian troops from Samarqand to put down a rebellion related to railway construction","1886","Russian","militaryrailroadprimary",""
"294","",,"Becker","Russia’s Protectorates in Central Asia: Bukhara and Khiva","","1968","","secondary",""
"295","III 2/9, nos. 1-47","Leninka: Otdel' Gazet","","Sredneaziatskaia Zhizn'","","1905","Russian","primarytravelxinjiang",""
"296","XIII 59/38, № 3 (XII), № 5-44 (IX-XII)","Leninka: Otdel' Gazet","","Izvestiia Tsentral'n. Revoliuts. Komiteta Bukharskoi Respubliki, Tsentral'nogo Komiteta Bukharskoi Kommunistich. Partii i Novo-Bukharskogo Oblastnogo Komiteta B.K.P.","Very early oblast party organ periodical for Bukhara.","1920","","sovietbukharaprimary","For follow up (scans taken, but not substantive notes):- In first issue (No. 3): Внутреннее устройство Бухары- On women (No. 6): Злая судьба мусульманки- Description of devastation in Khiva (No. 16): О Советской Хиве- Khiva Kurultai in the former Khan's palace (No. 21, and translation from Turkic of proceedings in No. 24)- Various directives from Faizullah Khojaev (No. 27)- Russian opera troop performing Evgeny Onegin in Charjuy already in 1921 (No. 28)- От Гузара до Дюшамбэ (No. 32)- Full text of the Союзный Договор между РСФСК и Бухарской Народной Советской Республики (No. 32)- Brief note in No. 39, l. 2, about continued fight against cholera in Charjuy: ""Чарджуйским Исполкомом принят целый ряд мер по борьбе с холерой.""- Full article on На борьбу с холерой (No. 42); and another one in No. 44)"
"297","Д XVI 13/3, № 2-46, I-VI; № 47-94,  VII-XII","Leninka: Otdel' Gazet","","Turkestanskii Vedomosti, 1894","","1894","","primary","For follow-up (scans taken, but no substantive notes):First bound vol.- 23 Jan 1894: On the issue of archaeological research in Turkestan.- 18 Feb 1894, p. 40; continued in next issue, and the one after that; and in others as well, seems to be a series: Letter from a Russian living among the locals in old Tashkent, describing local life.- 20 Feb 1894, p. 57: Short notice on influenza in Tashkent.- 20 March 1894, p. 83: Opening of a bank in New Bukhara.- 27 March 1894: On the nature of Chinese rule in Kashgar.- 24 April 1894: On influenza in Kashgar, criticizing how the Chinese dealt with it (short notice on p. 108).- 15 May 1894, p. 129: Very brief note on Bukharan prince returning home from school in Piter on holiday; and another notice about Kuropatkin visiting Bukhara; also an interesting description of a Tashkent hospital, with proportions of patients by ethnicity.- 22 May 1894: Barthold on the origin of the term ""Sart"".- 16 June 1894: An account of Turkestan under the Mongols, as relayed by a Chinese informant.- 26 June 1894: Article on an illness spreading, complete with numbers of sick and dead.Second bound vol.- 6 July 1894: Notice on the ""young Barthold"" coming to Turkestan for archaeological work.- 14 July 1894: Beautiful map of southern Turkestan krai- 17 July 1894: Amir of Bukhara needs a Russian doctor.[[left off at 31 June 1894]]"
